뉴스 식별자,일자,언론사,기고자,제목,본문,URL
01100201.20160525154544001,20160525,국민일보,김영석 기자,홍준표 “욕 많이 먹었지만 경남 채무 제로 된다”,"홍준표 경남도지사는 25일 자신의 페이스북을 통해 ""경상남도가 5월 31부로 채무가 제로로 됩니다""라며 ""그간 3년 6개월동안 지속적인 행정개혁,재정개혁,예산개혁으로 도재산 한평 팔지 않고 1조 4000억에 이르던 채무를 하루 11억원씩 갚았습니다""라고 했다. 
 
홍 지사는 ""미래세대에 희망은 물려주지 못할망정 빚을 물려주어서는 안된다는 경남도 공무원..",http://news.kmib.co.kr/article/view.asp?arcid=0010646373&code=61111111&cp=kd
01100201.20160526090044001,20160526,국민일보,김영석 기자,"“문재인-안철수, 반기문 빼고 오차범위내 각축전” 반기문 포함하면?","여론조사 전문기관 리얼미터(대표 이택수)가 2016년 5월 23일부터 25일까지 3일간 무선전화(60%)와 유선전화(40%)로 전국 1,521명을 대상으로 실시한 주중집계에서 여야 차기 대선주자 지지도의 경우 문재인 더불어민주당 전 대표가 지난주 주간집계 대비 3.1%p 하락한 21.1%를 기록, 하락세가 계속됐으나, 2위 안철수 국민의당 상임대표를 오..",http://news.kmib.co.kr/article/view.asp?arcid=0010648464&code=61111111&cp=kd
01100201.20160527154644001,20160527,국민일보,김영석 기자,홍준표 “국회의장 퇴임하면 정계 은퇴 관례...유독 한분만 빼고”,"홍준표 경남도지사는 27일 자신의 페이스북을 통해 ""15대부터 국회의원을 하면서 김수환,이만섭,김원기,박관용,김형오,박희태 국회의장님을 보았습니다""라며 ""그리고 경남지사를 하면서 강창희,정의화 국회의장님을 밖에서 보았습니다""라고 했다. 
 
이어 ""국회의장이되면 당적을 이탈하고 중립적인 입장에서 국회를 운영하게되는데 아무래도 출신당의 입장을 외면하지는 ..",http://news.kmib.co.kr/article/view.asp?arcid=0010653186&code=61111111&cp=kd
01100201.20160527165344001,20160527,국민일보,김영석 기자,"정청래 “홍준표,또 소환된줄 알았다...자세히보니 홍만표”","정청래 더불어민주당 의원은 27일 자신의 트위터에 ""홍준표가 또 소환된줄 알았다""라는 글을 올렸다  
 
정 의원은 ""‘특수통 검사’ 홍만표 검찰 소환 “참담하다” 탈세 혐의 사실상 인정 56 ""이라는 기사를 인인용한 뒤 ""자세히 보니 홍만표네요""라고 했다. 
 
또 '대통령의 거부권 행사'라는 글에서 ""대통령의 거부권 행사는 헌법적 권리이다""라며 ""..",http://news.kmib.co.kr/article/view.asp?arcid=0010653387&code=61111111&cp=kd
01100201.20160530204956001,20160530,국민일보,창원=이영재 기자,"경남, 행정 재정 대수술로 ‘채무 제로’ 他시도서 벤치마킹","경남도가 고강도 자체 개혁을 통해 3년 6개월 만에 1조3488억원에 이르는 도 부채를 31일 모두 청산한다. 경남도는 도의회에 제출한 ‘2016년 제1회 추가경정예산안’이 지난 24일 확정되면서 전국 최초로 빚 없는 광역자치단체가 됐다고 29일 밝혔다. 
 
 도는 2013년 1월 채무 50% 감축을 골자로 한 ‘채무감축 5개년 계획’을 발표했지만 채..",http://news.kmib.co.kr/article/view.asp?arcid=0923546909&code=11131422
01100201.20160530205055001,20160530,국민일보,창원=이영재 기자,[인터뷰] 홍준표 경남지사 “국민 돈으로 선심쓰면 젊은세대 멍들어 희망 물려줘야”,"“도민들이 미래에 대한 희망을 갖고, 어려운 서민들이 꿈을 이룰 수 있는 경남을 만들겠습니다.” 
 
 홍준표(사진) 경남지사는 29일 국민일보와의 인터뷰에서 “빚으로 풍요를 누릴 수는 없다. 재정건전성은 현 세대가 미래 세대에게 신뢰를 줄 수 있는 최후의 보루”라며 이같이 말했다. 
 
 광역단체로는 처음으로 ‘채무제로’라는 신기원을 이룬 홍 지사는 ..",http://news.kmib.co.kr/article/view.asp?arcid=0923546910&code=11131422
01100201.20160530080046001,20160530,국민일보,김영석 기자,“반기문 대망론에 문재인-안철수 동반 하락” 오세훈 10%대 회복,"리얼미터 5월 4주차 주간집계(23~27일, 무선 60%, 유선 40%, 전국 2,532명)에서 여야 차기 대선주자 지지도의 경우 반기문 사무총장의 대선출마 가능성과 군소 주자들의 대권행보 관련 보도가 증가하면서 문재인 전 대표와 안철수 상임대표의 지지율은 동반 하락한 반면, 다른 대부분의 주자들은 일제히 상승한 것으로 나타났다. 
 
문재인 더불어민주..",http://news.kmib.co.kr/article/view.asp?arcid=0010657877&code=61111111&cp=kd
01100101.20160530165447218,20160530,경향신문,글·사진 김정훈 기자 jhkim@kyunghyang.com,경남도 “채무 제로” 달성 야당 “사상누각” 비판,"경남도가 광역자치단체로는 처음으로 빚을 모두 갚았다고 발표했다. 더불어민주당 등 야당은 “진정한 채무 제로라고 볼 수 없는 사상누각”이라고 주장했다. 

경남도는 “도가 오는 31일 1조 3488억원의 빚을 모두 갚는다”고 30일 밝혔다. 도는 지난 24일 도의회에서 남은 채무 957억원을 갚는 ‘2016년 제1회 추가경정예산안’이 의결됨에 따라 전국 ..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201605301645001&code=620116
01101001.20160530225554456,20160530,한겨레,최상원,경남도 ‘빚 0원’ 달성의 찜찜한 비결,"경남도가 31일이면 빚이 전혀 없는 ‘채무 제로(0)’ 상태를 이룬다. 전국 17개 시 도 가운데 처음으로 빚 없는 광역자치단체가 되는 것이다.

 경남도는 30일 “도에 남아 있는 마지막 채무인 지역개발기금 차입금 잔액 957억원 전액을 31일 갚는다. 이로써 전국 최초로 채무 제로 광역자치단체가 될 것”이라고 밝혔다. 경남도는 또 “이번 채무 제로 ..",http://www.hani.co.kr/arti/society/area/746117.html
01100101.20160601090957210,20160601,경향신문,허남설 기자 nsheo@kyunghyang.com,"홍준표 ""새누리당? 국회의원 해보려고 모인 이익집단""","홍준표 경남도지사가 “새누리당은 국회의원 한 번 해야겠다는 생각으로 모인 이익집단”이라고 비판했다.

홍 지사는 1일 KBS 라디오 ‘안녕하십니까 홍지명입니다’에 출연해 “새누리당은 민주당(더불어민주당)하고는 달라서 이념 집단이라고 보기 어렵다. 새누리당은 일종의 이익집단”이라며 이같이 밝혔다.

홍 지사는 새누리당을 ‘보수정당’으로도 보기 어렵다고 규..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201606010858001&code=910100
01100201.20160601102044001,20160601,국민일보,김영석 기자,"홍준표 “새누리당, 국회의원 한번 해보겠다는 이익개념으로 모인 집단”돌직구","홍준표 경남지사는 1일 KBS라디오 인터뷰에서 ""새누리당은 국회의원 한 번 해야되겠다는 이익개념으로 모인 집단""이라며 ""새누리당은 보수를 가치로 실현하려는 정당은 아니다""라고 비판했다. 
 
홍 지사는 ""소위 한국의 안정을 희구하는 보수계층으로부터 지지는 받고 있지만 그 보수적 가치를 실현하려고 하는 적극적인 집단이라고 보기는 어렵다""며 ""그래서 계파 ..",http://news.kmib.co.kr/article/view.asp?arcid=0010664836&code=61111111&cp=kd
01100201.20160601135356001,20160601,국민일보,창원=이영재 기자,경남도 1일 채무제로 선포식,"홍준표 경남도지사가 “채무제로 성과를 토대로 경남미래 50년과 서민복지에 더 투자하겠다”며 빚 없는 경남도정의 첫 날을 힘차게 시작했다. 
 
 경남도는 1일 ‘빚이 한 푼도 없는 채무로부터 해방된’ 첫 날을 기념해 도민 대표와 각 사회단체 대표, 시장 군수, 도의원, 직원 등 500여명이 참석한 가운데 도청 대강당에서 ‘채무제로 선포식’을 가졌다. 
..",http://news.kmib.co.kr/article/view.asp?arcid=0010665594&code=61121111&cp=kd
01100201.20160601145944001,20160601,국민일보,김영석 기자,"홍준표 “YS,개가 짖어도 기차는 간다...무상복지 주장 정치인 탓에 나라 멍든다”","홍준표 경남도지사는 1일 자신의 페이스북을 통해 ""개가 짖어도 기차는 간다""라며 ""93년초 김영삼대통령께서 개혁에 저항하는 세력에 대해 일갈하고 개혁을 밀어부칠때 하신 말씀입니다""라고 했다. 
 
홍 지사는 ""저성장기조가 계속되고 노령화로 복지수요는 팽창하는데 보편적복지를 내세워 같이 평등하게 갈라먹자는 좌파들이 기승을 부리는 요즘 나라가 참 암담합니다..",http://news.kmib.co.kr/article/view.asp?arcid=0010665847&code=61111111&cp=kd
01100201.20160602173355002,20160602,국민일보,창원=이영재 기자,"경남도, 광역지자체 첫 ‘채무제로’ 선포","경남도는 1일 도청 대강당에서 홍준표 지사를 비롯해 도청 공무원과 시장, 군수, 도의원 등 500여명이 참석한 가운데 ‘채무제로’ 선포식을 가졌다. 
 
 이날 행사는 광역자치단체로서는 전국 처음으로 1조3488억원의 채무를 모두 갚은 지난 3년 6개월간의 여정을 담은 동영상으로 시작됐다. 이어 채무제로 달성에 기여한 기관과 유공자에 대한 시상으로 도 ..",http://news.kmib.co.kr/article/view.asp?arcid=0923552340&code=11131422
01100201.20160602090044001,20160602,국민일보,김영석 기자,"“반기문-문재인,양강 구도 형성”25.3% 대 22.2%","리얼미터 6월 1주차 주중집계에서 반기문 유엔사무총장이 5박6일간의 방한일정이 사실상 대권행보로 비쳐지고 있는 가운데, 반 총장을 리얼미터 다자구도 정례조사에 처음 포함시킨 결과, 반 총장이 여야 전체 1위로 올라섰고, 문재인 전 대표가 오차범위내 2위로 추격하면서 차기 대권구도가 반 문 양강구도로 재편된 것으로 나타났다. 
  
여론조사 전문기관 리얼..",http://news.kmib.co.kr/article/view.asp?arcid=0010668429&code=61111111&cp=kd
01100201.20160602150644001,20160602,국민일보,김영석 기자,"“반기문, 중도층 지지 문재인 이어 2위...진보층에선 3위” 보수층 1위","여론조사전문기관인 리얼미터가 5월 30일부터 6월 1일까지 3일간 전국 19세 이상 유권자 2018명을 대상으로 여야 차기 대선주자 지지도를 조사한 결과 반기문 유엔사무총장이 리얼미터 정례조사 여야 다자구도에 처음으로 포함되었는데, 그동안 1위였던 문재인 전 대표를 오차범위 내에서 앞서며 선두로 올라섰다.  
 
반 총장의 지지율은, 모든 여권주자의 지..",http://news.kmib.co.kr/article/view.asp?arcid=0010669957&code=61111111&cp=kd
01101001.20160603111026976,20160602,한겨레,,"피해자는 모두 여성, 범인은 모르는 이","몇 년 전 제주도에 혼자 간 적이 있다. 공항을 나서려는데, 1인 여행자에게는 ‘제주 여행 지킴이 단말기’를 대여해준다는 안내판이 유난하게 눈에 들어왔다. 올레길을 걷던 여성이 범죄의 희생자가 되었던 사건이 얼마 지나지 않은 때였다. 이 단말기를 휴대하면 경찰이 여행자의 경로를 쉽게 추적할 수 있고 위급 상황에서 도움을 받을 수 있다고 했다. 홀로 될 ..",http://www.hani.co.kr/arti/culture/book/746646.html
01100501.20160603145958223,20160603,문화일보,박영수,"경남, 수도권서 8400억 투자 유치","洪지사 “행정지원 최선 다할것”



경남도가 서울에서 투자유치 설명회를 개최해 8000억 원 상당의 투자협약을 체결했다.



경남도는 2일 서울 63컨벤션센터에서 수도권 기업 및 외국인투자기업 CEO 등 300여 명이 참석한 가운데 ‘2016년도 경남도 투자유치 설명회’를 개최했다. 도는 이날 기계융합, 항공우주 등 핵심 육성산업 중심으로 도내 18..",
01100201.20160604012444001,20160604,국민일보,김영석 기자,"홍준표 “신공항,TK-PK 대결 아닌 PK-PK 경쟁”","홍준표 경남지사는 3일 자신의 페이스북에 ""경남 밀양과 부산 가덕도가 신공항입지를 경쟁하고 있는데 왜 언론은 신공항문제를 TK와 PK의 갈등으로 몰고 가고있는지 의아스럽습니다""라고 했다. 
 
홍 지사는 ""그렇게 몰고가야 더 국민의 관심을 받을수 있다는 판단에서 의도적으로 TK와PK의 갈등으로 몰고가고있는지 모르나 신공항의 당사자는 PK끼리의 경쟁이고 ..",http://news.kmib.co.kr/article/view.asp?arcid=0010674777&code=61111111&cp=kd
01100201.20160606081744001,20160606,국민일보,김영석 기자,"“반기문,대부분 여야주자 지지층 흡수” 문재인 제치고 1위","리얼미터가 5월 30일부터 6월 3일까지 5일간 전국 19세 이상 유권자 3031명을 대상으로 여론조사를 실시한 결과 반기문 유엔 사무총장이 여야 경쟁주자 대부분의 지지층을 흡수한 하면서 문재인 더민주 전 대표를 오차범위 내에서 앞서며 1위에 올랐다. 안철수 국민의당 대표는 지지층을 잠식당하며 10%대 초반으로 하락한 것으로 나타났다. 
 
반 총장은 ..",http://news.kmib.co.kr/article/view.asp?arcid=0010678034&code=61111111&cp=kd
